CustomerID,InvoiceDate,InvoiceNo,Quantity,UnitPrice,Country
10345,2023-09-25,292990,2,58.35973198963798,UK
10052,2023-09-20,257986,1,61.345713940849095,USA
10385,2023-12-02,238762,1,40.369906738555194,UK
10339,2023-12-31,223600,6,31.60505453357286,USA
10091,2023-09-16,294774,9,31.001559801416608,Germany
10366,2023-10-10,290777,7,21.59643838498535,UK
10443,2023-04-24,219810,5,35.91347142131078,Germany
10454,2023-12-29,285703,2,23.946832016255897,UK
10427,2023-02-09,287347,1,65.21246359184477,Germany
10263,2023-08-08,257204,2,59.061364832998514,France
10430,2023-05-09,220085,1,41.345938248737404,Germany
10034,2023-01-08,246854,3,35.95385189405248,USA
10205,2023-04-11,274797,6,27.57334901849104,India
10080,2023-06-25,284269,8,55.868539351137414,Germany
10419,2023-04-17,239779,3,92.29576261284039,India
10049,2023-04-11,256207,9,70.14178988194904,France
10359,2023-09-17,294615,5,75.7193978333789,France
10387,2023-09-03,233980,7,84.26589704735873,USA
10001,2023-10-02,256117,8,38.40532246709563,USA
10389,2023-02-01,214141,3,10.973199300876324,Germany
10053,2023-05-17,209344,2,64.1430863155562,UK
10105,2023-01-12,215896,2,22.9238676666631,France
10259,2023-10-29,289353,5,59.059146749588294,India
10309,2023-01-16,229813,1,75.25347214992115,UK
10476,2023-05-09,284431,2,79.44563870404447,France
10190,2023-03-04,265679,9,33.67471642351397,Germany
10401,2023-04-19,210681,7,53.68115709408494,France
10217,2023-01-21,272903,6,63.99168414633327,USA
10043,2023-06-07,203228,9,82.85066856155908,India
10161,2023-09-26,204582,7,77.33192318497001,India
10201,2023-06-11,278683,5,98.85765549285017,USA
10445,2023-09-17,211397,9,5.768044270351034,UK
10483,2023-04-12,238799,6,46.561496881997634,USA
10269,2023-08-11,237011,6,29.32422620573215,India
10350,2023-02-28,279183,4,16.389871778762974,Germany
10303,2023-09-04,293254,1,91.59395617588254,UK
10270,2023-05-08,244264,5,99.8063962790902,France
10455,2023-10-10,242317,9,22.156639750948745,Germany
10461,2023-11-21,247914,8,8.651172316129543,UK
10214,2023-01-25,284633,8,31.130172529647535,India
10251,2023-05-11,245254,5,84.31188221630758,India
10189,2023-12-19,240096,9,32.91955790393509,Germany
10295,2023-07-15,253785,3,10.405640647274048,UK
10212,2023-10-08,252344,3,9.986757475537841,France
10207,2023-06-03,282643,1,45.60516622509646,France
10236,2023-05-13,268546,9,93.52344369085387,USA
10337,2023-08-15,271091,6,32.16244195576503,Germany
10366,2023-07-08,265603,2,45.57997966659916,UK
10052,2023-09-22,228412,8,14.683711511347811,Germany
10279,2023-05-14,251658,9,51.8894153605532,France
10409,2023-07-30,299841,9,71.17197110714189,UK
10216,2023-03-01,249549,2,30.75928431183586,India
10251,2023-12-30,211549,2,33.18757431022505,India
10187,2023-12-30,271216,7,84.98762741359576,UK
10379,2023-08-01,225739,4,5.984553622981823,Germany
10492,2023-08-04,221209,1,65.46471731225921,Germany
10040,2023-08-14,287968,8,42.419040319453615,India
10156,2023-05-11,215116,2,33.346148788339555,India
10014,2023-03-17,220045,3,67.47141406316833,France
10300,2023-10-13,226327,5,84.293509570022,UK
10064,2023-10-04,235709,3,58.047251051224,Germany
10344,2023-06-05,243617,7,7.9539890845903205,France
10326,2023-09-05,260139,7,48.83311312842973,Germany
10008,2023-08-06,226905,2,48.96219438492744,India
10343,2023-07-09,264148,7,56.660857006437745,UK
10128,2023-06-12,272603,6,68.74109559913747,USA
10491,2023-06-29,298095,9,6.835248335762342,UK
10135,2023-02-03,242919,9,52.69119931797629,USA
10471,2023-02-10,283521,2,60.889238091156116,France
10062,2023-11-03,292905,7,37.618571709524936,USA
10138,2023-12-04,283400,5,68.49469652609113,USA
10498,2023-11-10,288150,6,26.676883127271257,France
10080,2023-03-16,258446,1,35.1503716414079,UK
10391,2023-10-06,252428,7,96.46175800531097,France
10162,2023-06-25,247894,6,38.066685231808314,India
10418,2023-05-30,281149,4,37.917584299745776,India
10288,2023-09-30,206447,1,61.58966040319595,USA
10378,2023-11-21,205499,9,97.24265633670572,France
10260,2023-04-18,239041,4,98.39264236553504,France
10489,2023-05-19,231315,2,60.06750654925003,France
10230,2023-12-16,201299,8,5.10326688146859,UK
10040,2023-09-28,204994,2,90.56237232299797,Germany
10027,2023-12-13,295414,5,59.17260663481957,Germany
10134,2023-10-16,281163,6,39.769658787543904,Germany
10200,2023-07-31,207489,8,83.77353839651414,UK
10327,2023-09-29,291647,1,42.98408363826948,France
10267,2023-03-07,232355,1,8.234228089025144,Germany
10417,2023-09-05,273805,4,83.00186119041679,France
10032,2023-06-05,268367,5,56.85664309687741,USA
10047,2023-02-16,277355,9,37.12363613129864,Germany
10406,2023-07-20,290349,7,28.834775753615865,USA
10061,2023-05-28,287173,7,61.41075864446543,UK
10215,2023-05-04,201996,8,24.76470708138451,India
10292,2023-01-01,244387,5,35.7658342229153,UK
10098,2023-09-04,203089,5,65.47037939432843,UK
10171,2023-12-09,298827,1,88.74672278856355,UK
10359,2023-05-08,220659,9,55.624581197201884,Germany
10213,2023-07-10,245178,6,77.11510783841379,USA
10474,2023-03-08,295965,9,77.49075735748897,Germany
10034,2023-01-04,281268,3,68.11362550264175,India
10448,2023-10-30,285042,5,28.354642079649178,UK
10226,2023-10-21,270726,2,87.34491682427299,France
10100,2023-05-23,270111,5,46.44618728575882,India
10430,2023-07-10,234565,8,9.200020673891554,USA
10461,2023-01-21,289242,2,28.238203656604888,India
10130,2023-08-15,222884,8,77.727093639435,Germany
10256,2023-11-09,217199,4,11.56766690266149,France
10004,2023-04-27,260038,1,18.999618204716562,Germany
10217,2023-10-29,257786,5,70.95154752396192,UK
10254,2023-05-22,249294,1,89.79707502411635,UK
10397,2023-02-08,278015,7,65.2045404804755,India
10358,2023-12-21,234178,8,26.117650113807688,UK
10282,2023-09-09,212665,3,10.074307508707118,UK
10392,2023-11-29,200534,3,63.43702534227961,USA
10206,2023-07-26,291828,7,9.502864903460578,USA
10014,2023-07-29,236132,4,63.208594934466916,Germany
10345,2023-04-25,236110,3,26.43009469530403,Germany
10041,2023-08-13,258754,8,90.94232592883881,USA
10379,2023-05-14,263580,3,50.13380350629938,India
10460,2023-09-08,222469,7,26.274151164421088,USA
10178,2023-08-07,264016,2,86.0488050730662,Germany
10062,2023-04-01,246233,1,29.13336285251329,France
10351,2023-12-20,266708,6,34.12691226986317,UK
10230,2023-02-15,258232,8,84.25640041026828,France
10240,2023-02-07,293450,1,34.33524283105662,France
10051,2023-05-22,286437,9,43.96555807691055,UK
10095,2023-04-10,234409,3,38.028238722092325,USA
10387,2023-11-24,219324,3,16.058030193885706,India
10221,2023-07-09,208738,4,8.695102163448484,France
10484,2023-02-04,224054,1,73.83136403579323,India
10406,2023-05-27,229709,9,66.28802677389346,Germany
10230,2023-01-30,285643,3,31.82477641744543,France
10236,2023-11-30,200363,4,33.08191687356346,Germany
10142,2023-03-25,210358,1,94.77554938582473,USA
10170,2023-10-08,203240,4,98.82875708718176,France
10028,2023-12-10,272201,1,49.97631580720088,Germany
10035,2023-09-27,245689,5,81.2329158207419,Germany
10012,2023-06-03,201936,5,74.98515820758972,USA
10159,2023-04-12,291074,7,33.24518240364446,India
10326,2023-08-03,243965,8,10.563457499445443,India
10186,2023-05-30,277534,4,18.542844427819304,France
10242,2023-03-24,200882,7,84.63794111507252,USA
10085,2023-04-20,220224,4,74.4653128996467,France
10283,2023-10-02,230825,3,68.1118102239164,India
10065,2023-07-20,270740,6,17.41163901118159,USA
10169,2023-10-11,228885,4,65.79341530779985,UK
10044,2023-06-22,240056,3,78.35447149184597,USA
10061,2023-11-23,203203,9,86.7571662367276,USA
10440,2023-07-25,260241,5,6.25697152339373,UK
10133,2023-03-04,202244,7,70.02513467845539,Germany
10283,2023-03-14,298322,6,6.81427728230442,Germany
10027,2023-09-08,268619,5,72.15292032662666,Germany
10107,2023-05-04,221584,7,65.38402964954045,India
10043,2023-05-01,208521,6,19.093046977302386,USA
10339,2023-10-02,250017,2,77.78156637778737,UK
10285,2023-04-30,233541,3,11.49302372802066,India
10445,2023-11-13,229063,2,83.50788350574018,UK
10330,2023-06-13,270268,3,29.883278260581754,India
10127,2023-10-13,264952,1,70.44092691856318,India
10347,2023-09-22,293054,8,92.75048739707768,India
10472,2023-11-16,239563,6,37.28356734397765,UK
10230,2023-06-10,239752,2,52.77493740433982,France
10189,2023-11-04,295233,8,48.996213225292784,India
10224,2023-03-30,202567,6,19.97307816097247,Germany
10384,2023-05-22,216121,7,61.07964099662236,USA
10376,2023-07-22,201674,1,75.58518225949005,France
10282,2023-11-05,276411,7,92.10310874776283,France
10445,2023-08-15,266275,3,85.82624715670372,UK
10120,2023-11-30,267081,8,53.45184107416301,France
10115,2023-08-10,229140,6,73.30662967863381,UK
10460,2023-02-10,209327,4,81.07442427051981,UK
10232,2023-07-15,270663,8,51.88142780514313,Germany
10258,2023-03-09,223331,9,15.965618266905436,India
10358,2023-09-21,223004,2,46.60342256550023,France
10197,2023-01-02,210492,6,85.03541362914866,India
10455,2023-12-27,254797,5,61.68093351240483,India
10410,2023-05-05,258095,5,73.8235458158872,India
10136,2023-04-20,213749,3,22.600462104495815,UK
10317,2023-03-27,263217,8,96.61208798004554,India
10164,2023-04-30,289044,8,43.3876503018644,France
10224,2023-05-07,209045,5,67.09537465818426,UK
10306,2023-09-12,220116,8,6.7928641861075,France
10233,2023-07-02,218667,8,17.095329914252677,UK
10171,2023-01-16,275057,3,79.2932556390673,USA
10151,2023-03-03,274205,2,96.9570973244242,USA
10462,2023-06-07,227302,9,35.40525873027043,USA
10314,2023-09-25,211283,2,8.53216981942016,USA
10373,2023-02-04,230935,9,39.282327188113065,UK
10159,2023-09-24,272534,4,6.659472376505249,India
10095,2023-03-05,294342,2,23.27544376493457,Germany
10471,2023-02-19,231624,1,76.48484143010515,Germany
10232,2023-09-12,213440,4,94.02339782011714,USA
10179,2023-05-29,246501,9,13.307663015044232,India
10112,2023-11-21,287333,9,58.00057398699838,France
10317,2023-10-31,201269,4,29.118680381783033,India
10496,2023-10-03,207868,9,18.210616950423308,France
10441,2023-12-23,230251,6,25.803121839697965,Germany
10051,2023-06-21,277909,1,59.88749141228221,India
10267,2023-07-20,284523,6,11.1877776371763,India
10294,2023-11-20,238729,9,46.25076663599966,Germany
10385,2023-02-04,215734,2,17.846645840740567,India
10386,2023-08-04,242429,6,30.90431997747574,France
10112,2023-03-06,241337,2,23.12166132561007,India
10100,2023-01-08,240325,4,88.88267248393524,France
10112,2023-10-28,283600,8,72.26107643277251,USA
10439,2023-12-09,262514,7,87.5039450000097,India
10080,2023-11-28,208433,9,41.428969282030785,France
10186,2023-03-17,209111,7,34.77426966109866,Germany
10112,2023-06-23,263753,1,41.15578351528787,USA
10001,2023-02-16,280583,2,6.76207859381871,India
10129,2023-01-15,273620,6,73.84690613911303,France
10219,2023-12-27,221751,7,38.22838340503244,India
10053,2023-05-27,216453,3,34.765761339795205,France
10342,2023-01-26,285844,9,61.82340121020063,India
10484,2023-11-04,238968,7,46.44374161243256,USA
10223,2023-04-03,230077,6,98.18011998127035,USA
10224,2023-08-20,234775,6,38.84403907538613,India
10384,2023-01-21,258144,1,63.32010500975177,India
10402,2023-11-03,248570,5,34.60685455791692,UK
10125,2023-02-07,246097,3,99.10652312001238,India
10129,2023-10-03,224503,7,47.28554829841217,India
10052,2023-06-06,202779,3,65.24223703234628,USA
10171,2023-06-28,286840,5,17.03855874050432,India
10217,2023-05-12,200755,7,74.63730041204752,Germany
10159,2023-11-07,239263,3,30.574955498184092,India
10197,2023-12-14,255087,2,47.61825901881883,UK
10415,2023-01-28,242281,6,88.8976409211085,France
10246,2023-09-17,251482,8,97.20248891408464,USA
10323,2023-03-17,254857,4,45.334349674833916,Germany
10438,2023-03-08,217400,9,84.30625345567749,France
10202,2023-12-08,240115,8,10.068154482236771,Germany
10183,2023-07-13,214249,7,85.51953283007494,USA
10122,2023-06-11,246825,7,64.80348060450171,UK
10400,2023-12-13,224600,3,51.427085997202184,USA
10254,2023-12-27,237706,6,89.54655198803854,Germany
10293,2023-09-14,219222,5,85.30703613810931,Germany
10279,2023-03-13,299041,1,33.20978411558934,USA
10324,2023-03-28,241139,3,80.19139632275196,India
10371,2023-09-19,241302,1,14.451638697925397,USA
10097,2023-08-02,294684,4,83.16257386940016,UK
10197,2023-06-02,287838,3,69.16828371220879,USA
10469,2023-07-29,268159,4,13.34730143853456,France
10394,2023-03-02,208646,9,69.89261648004286,India
10239,2023-09-25,213543,3,60.14933128425516,France
10143,2023-09-19,294496,6,61.48225960877926,USA
10096,2023-08-06,222785,6,32.63207383732136,India
10200,2023-10-10,278353,7,30.3172340012203,France
10123,2023-05-16,231406,9,77.4408356451319,France
10186,2023-12-28,288992,7,29.397280696637715,India
10325,2023-04-03,251428,1,47.39491392194037,India
10463,2023-04-19,223777,8,71.00495486688455,Germany
10348,2023-08-29,257939,5,12.56354387610659,India
10258,2023-12-21,253026,9,61.48209634810743,USA
10147,2023-05-22,286450,5,60.99075540157114,UK
10251,2023-10-18,229553,5,70.00172753436242,Germany
10442,2023-08-25,223548,2,40.14316905403757,India
10419,2023-12-06,263221,3,47.653078536064776,UK
10402,2023-11-08,237265,9,36.34708482474589,Germany
10345,2023-06-26,240701,7,81.7759834829337,USA
10450,2023-05-21,251287,1,17.408022203432587,UK
10146,2023-07-08,206727,3,96.48062558965634,India
10147,2023-02-18,250717,2,65.30943481802565,India
10351,2023-10-29,232427,1,89.25613881725671,USA
10198,2023-07-09,216692,9,45.49198853515261,Germany
10307,2023-05-16,231625,8,36.56651168723968,UK
10488,2023-02-12,224918,5,90.56895196177842,USA
10416,2023-12-19,241136,2,14.392937743248764,Germany
10423,2023-03-31,252409,1,16.125186993001392,France
10127,2023-10-22,215577,7,33.43794376604435,France
10038,2023-12-07,285155,2,96.17862326780026,Germany
10337,2023-09-02,299246,1,65.14151793718517,India
10359,2023-07-11,281731,2,57.64840117846283,India
10128,2023-11-14,227689,7,72.00885195376496,France
10266,2023-04-16,211154,7,44.66008282742579,India
10475,2023-12-29,294948,6,77.01698263497593,India
10440,2023-11-06,221341,5,42.35691630742337,Germany
10472,2023-08-21,297554,3,83.50450256136413,Germany
10433,2023-09-22,274681,3,30.39303279726793,India
10150,2023-12-10,246330,9,31.366932633312302,Germany
10414,2023-02-06,287759,4,54.626414015539844,UK
10477,2023-11-01,268416,9,45.922310044364835,France
10297,2023-02-10,286807,4,66.57100520704606,UK
10098,2023-01-17,233313,2,39.607621693990005,UK
10262,2023-12-10,246900,4,26.90231166168485,India
10251,2023-10-04,278840,6,49.6318134738756,India
10143,2023-11-03,234695,6,58.29086745222889,UK
10345,2023-02-28,230225,5,18.54700511382059,UK
10111,2023-07-02,286072,1,57.8882694446507,USA
10499,2023-02-10,296367,3,35.3293869985502,USA
10059,2023-02-08,249156,5,42.28292906250825,France
10368,2023-07-11,277209,6,31.535222261011718,UK
10001,2023-09-24,287453,1,93.48398114034069,Germany
10384,2023-05-27,227829,9,69.91694672162032,USA
10303,2023-11-29,280908,3,29.93372958306492,India
10253,2023-05-07,225938,3,66.27797678243527,UK
10139,2023-02-15,259164,2,85.61437891029439,Germany
10452,2023-02-14,254530,8,43.154869791613024,Germany
10036,2023-01-01,268199,3,83.84596336983732,Germany
10159,2023-06-17,260282,6,19.669419712299273,India
10008,2023-04-18,247801,2,83.16422966228596,USA
10232,2023-01-19,209465,7,56.32795305387481,Germany
10098,2023-11-28,203326,4,26.1825763609483,USA
10146,2023-03-13,203659,9,43.67843153281159,France
10303,2023-04-19,260289,9,98.85933428242859,India
10207,2023-09-25,227594,7,79.43782158103048,USA
10130,2023-08-28,204763,8,59.63320433158595,USA
10403,2023-10-28,288657,3,15.940571630929929,Germany
10151,2023-03-31,210828,5,44.69210037564252,Germany
10053,2023-04-13,247588,2,29.98989383113404,India
10119,2023-09-07,211221,7,11.745102553012075,USA
10160,2023-01-08,211211,8,56.50941692833492,UK
10407,2023-06-02,213569,9,89.47264148488324,Germany
10115,2023-12-13,296894,7,69.18198747654188,Germany
10074,2023-06-23,237860,8,28.71963685814856,France
10112,2023-12-09,271558,9,59.49053766060997,India
10455,2023-06-07,245337,6,94.60725691796205,USA
10419,2023-08-03,252311,2,73.67693002767886,USA
10421,2023-06-26,213515,2,70.50002044364257,USA
10103,2023-06-24,271695,4,96.97502579161404,Germany
10339,2023-12-06,287227,9,80.89296456248236,India
10253,2023-12-04,224904,7,17.979236594381454,USA
10226,2023-05-26,259935,2,38.02533326273913,UK
10111,2023-11-20,243790,8,96.68836657008018,France
10472,2023-06-10,268580,7,51.5220124488098,France
10098,2023-05-07,275148,9,15.605557305512608,USA
10152,2023-03-23,205636,8,48.567463568872476,Germany
10348,2023-05-27,277129,3,71.21435723672607,France
10401,2023-08-27,202892,1,99.76708105971791,France
10383,2023-03-25,221672,2,35.77100507350418,France
10365,2023-04-23,205812,2,53.838253113531,France
10337,2023-08-13,296621,4,88.56966694173042,USA
10193,2023-11-28,200654,6,38.75038571544668,India
10309,2023-08-31,254633,4,15.379847876131437,India
10162,2023-05-23,217143,9,95.14890812514288,Germany
10207,2023-02-10,255934,4,51.40187663778251,UK
10444,2023-09-15,267334,6,52.76445252333731,India
10168,2023-10-12,229087,6,64.0140137373973,UK
10483,2023-04-15,211618,1,5.335979251806338,India
10160,2023-07-21,208446,8,93.45746167904068,India
10067,2023-11-03,287182,3,39.33785305358146,Germany
10288,2023-11-27,248867,6,42.70852692651312,France
10397,2023-09-23,251028,3,21.540378515657324,Germany
10276,2023-07-29,260101,2,40.9244032627838,India
10303,2023-02-20,227200,5,81.37463542372495,France
10403,2023-04-28,295107,1,80.99920889277581,France
10383,2023-07-20,288074,9,93.90069988506801,France
10391,2023-02-08,261465,7,43.3067999046756,UK
10134,2023-01-28,286436,3,72.32854285611552,India
10194,2023-09-16,287892,4,53.187567744717924,USA
10400,2023-03-25,288559,6,81.38216500431744,Germany
10127,2023-06-04,239148,3,72.69149086763471,UK
10032,2023-04-27,282928,7,39.95077790219619,Germany
10175,2023-01-02,220698,6,36.984014254100785,USA
10459,2023-04-03,242470,9,28.98203398765692,France
10442,2023-06-15,292071,5,59.76900009642059,USA
10370,2023-12-16,251660,4,96.56507090141666,Germany
10469,2023-10-23,253910,3,24.00634007366877,USA
10374,2023-09-15,235450,1,14.048983215910894,India
10021,2023-03-22,256463,3,16.343060997249793,USA
10237,2023-09-25,233757,3,79.39437424376425,India
10157,2023-08-23,278012,7,38.25995640703355,USA
10037,2023-11-17,270247,7,26.314848630776073,India
10229,2023-11-07,272015,1,38.52019124548251,India
10364,2023-10-28,231390,3,66.30642721880457,USA
10050,2023-12-23,256116,8,56.94477685868696,UK
10437,2023-08-01,213161,9,75.64099361951646,France
10263,2023-03-03,232152,7,37.21204410576875,France
10282,2023-02-18,280171,7,47.94271447914511,France
10026,2023-05-07,295833,8,14.686995051477732,India
10225,2023-08-11,220836,6,11.940571373114238,France
10276,2023-10-06,290367,3,48.914248070189544,India
10285,2023-10-21,266543,1,33.65167770736274,UK
10096,2023-10-11,255648,7,63.216054352932424,USA
10283,2023-10-04,226331,1,9.08520571723433,USA
10366,2023-04-17,210763,1,16.56780587195872,India
10447,2023-05-26,269444,9,87.19312705510754,India
10480,2023-04-09,293109,7,58.79960404431493,UK
10452,2023-03-14,219187,4,72.64518070066659,France
10316,2023-05-02,211957,6,84.9873512771931,UK
10303,2023-01-30,204379,1,49.06426258025496,USA
10146,2023-07-07,227959,7,77.30073647691023,USA
10003,2023-12-30,282018,6,54.83563001198481,France
10034,2023-12-20,227105,4,26.16113317600187,USA
10191,2023-10-15,200877,7,37.07733603608926,India
10048,2023-07-14,248353,3,51.583291900287776,USA
10016,2023-06-05,283788,1,35.104127456365724,Germany
10171,2023-06-21,296870,4,36.87513067824034,France
10219,2023-12-01,284585,3,37.05231896863281,France
10157,2023-02-10,283308,1,16.669797991424897,France
10476,2023-03-04,251567,2,13.04104768516388,Germany
10045,2023-01-23,257913,5,9.417123770673912,UK
10372,2023-12-26,202637,8,15.540844798261991,India
10005,2023-03-16,272778,1,37.65217375288371,France
10098,2023-02-17,242025,4,61.417821549390425,USA
10379,2023-06-09,299508,4,22.87395808489385,India
10232,2023-11-09,282464,5,89.3608403702506,USA
10036,2023-04-28,228742,7,81.79633096774769,India
10279,2023-04-10,211831,8,54.45007571687054,India
10348,2023-06-16,285092,6,73.7999339272692,USA
10496,2023-10-17,290879,1,39.80120984638205,USA
10301,2023-06-05,288370,7,8.49389030964354,India
10180,2023-01-07,246762,3,90.91162051559128,France
10094,2023-07-15,298958,6,17.14038138449309,USA
10098,2023-02-25,288741,8,95.05404790606688,Germany
10187,2023-11-17,218830,7,59.32884588528046,Germany
10480,2023-07-12,255044,6,34.02849079703584,India
10115,2023-02-16,273948,9,52.07483921462524,UK
10190,2023-05-28,269202,9,52.65483184769395,India
10252,2023-10-02,237045,1,7.212272547045281,India
10468,2023-06-06,286322,1,38.76868592899317,France
10415,2023-07-21,271051,1,75.28725095657715,France
10470,2023-05-06,226627,8,53.45657295031726,UK
10160,2023-11-01,215198,7,28.201861115910496,UK
10255,2023-10-21,269521,3,36.83543670350968,UK
10322,2023-03-05,229475,2,86.99016734601517,UK
10127,2023-11-21,219403,4,54.92721866427181,UK
10017,2023-06-25,203681,3,55.19345164236742,India
10280,2023-04-26,291555,7,96.33940860984596,India
10489,2023-07-23,293122,8,35.483732908481116,Germany
10222,2023-11-17,242292,6,50.5564068850917,Germany
10053,2023-01-31,205629,3,82.11279178347922,USA
10057,2023-04-23,293246,6,77.09666364426782,India
10322,2023-12-31,295864,2,30.250945083223893,UK
10359,2023-11-21,277814,7,19.353649522511652,USA
10173,2023-12-10,208417,7,71.56693473779998,France
10279,2023-03-08,234765,4,29.477336796683502,India
10113,2023-03-16,274499,8,92.65420370980291,Germany
10287,2023-02-14,256574,4,17.27853092897648,India
10430,2023-09-17,290545,7,35.239944012803775,India
10341,2023-06-03,227675,4,10.204788457866808,India
10150,2023-06-04,272267,5,71.81400415202091,India
10449,2023-12-29,240563,7,89.66995164696284,France
10126,2023-08-22,211332,3,65.40808009644567,Germany
10154,2023-02-20,219177,5,94.08653647359094,India
10489,2023-11-02,289254,3,17.20787795761492,France
10385,2023-09-19,268447,5,13.334723089956396,USA
10473,2023-11-11,257104,3,84.64920946090022,India
10272,2023-05-05,284335,7,86.27356166171823,France
10103,2023-09-02,280730,1,83.94875507517717,UK
10416,2023-01-30,204951,9,80.90166574070584,USA
10392,2023-05-02,228333,9,39.41169457417272,Germany
10298,2023-05-05,221673,5,25.658897941181834,India
10245,2023-02-06,240870,9,93.23638189979006,India
10175,2023-06-19,271101,6,34.16501737059173,France
10038,2023-05-04,222821,5,42.84872980558306,Germany
10476,2023-12-23,225494,3,71.45810114790515,UK
10169,2023-02-04,299477,8,32.868827599428826,USA
10246,2023-03-28,274160,4,82.81737104829512,Germany
10025,2023-05-14,200835,3,11.65328924501922,India
10354,2023-07-15,218646,6,80.16235340194878,France
10305,2023-10-01,277360,8,62.175875648691395,UK
10408,2023-07-20,237335,9,59.434396190791325,France
10407,2023-10-12,269351,6,48.54581871817277,USA
10012,2023-03-18,202429,5,31.31933164692513,Germany
10315,2023-02-28,241950,2,49.08667711596748,France
10390,2023-05-06,260654,2,47.75270864177529,France
10312,2023-04-19,268143,9,60.45664793439165,India
10035,2023-08-12,291186,2,31.749557156275372,France
10172,2023-10-05,297889,2,12.371580287734158,UK
10019,2023-03-09,277527,3,18.783497430718135,Germany
10320,2023-03-10,286704,3,71.42185598884942,USA
10263,2023-06-14,231099,4,7.136771315376347,France
10493,2023-11-01,239385,7,86.36208924131584,UK
10399,2023-06-11,235919,9,70.96774611059176,USA
10141,2023-12-31,296952,2,77.96822142423305,UK
10459,2023-12-08,260782,4,84.41852266388011,France
10370,2023-11-05,271116,9,16.65749217336721,France
10470,2023-12-09,272590,2,83.13285364215629,Germany
10142,2023-02-11,289626,1,52.94103157761035,India
10091,2023-12-20,240387,8,89.12476468155373,UK
10353,2023-04-19,215823,9,89.22572710073263,India
10321,2023-02-20,246015,7,7.29691415664617,India
